ツイート本文,ツイート本文_x,時間,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,返信,ユーザープロフィールクリック,URLクリック数,ハッシュタグクリック,詳細クリック,フォローしている,メディアの再生数,メディアのエンゲージメント数,media_exist,reply_flg,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
@K0701QK 硬い方が好みなんでしょうか？😂, 硬い方が好みなんでしょうか😂,2020-08-26 04:37:00+00:00,0.0,0.0,57.0,1.0,0.0175438596491228,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,15,20200826,2020,8,26,4,2,35
"@RaTosie 意思疎通出来てるのでしょうか？笑
ここで寝ていいよ〜って言ったつもりは無いのです…😂
守ってくれてるのであれば◎🥰", 意思疎通出来てるのでしょうか笑 ここで寝ていいよ〜って言ったつもりは無いのです…😂 守ってくれてるのであれば◎🥰,2020-08-26 04:36:00+00:00,1.0,0.0,84.0,3.0,0.0357142857142857,0.0,1.0,0.0,0.0,1.0,0,0,0,False,True,57,20200826,2020,8,26,4,2,35
@chopin20040516 ありがとうございます😍, ありがとうございます😍,2020-08-26 04:36:00+00:00,1.0,0.0,60.0,1.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200826,2020,8,26,4,2,35
@hitomin_rabi 何がいいのでしょうかね🤣, 何がいいのでしょうかね🤣,2020-08-26 04:35:00+00:00,1.0,0.0,101.0,2.0,0.0198019801980198,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200826,2020,8,26,4,2,35
"@MtwnhhLX2cUmmX7 おはようございます💞
ありがとうございます🥰", おはようございます💞 ありがとうございます🥰,2020-08-26 04:35:00+00:00,2.0,0.0,84.0,2.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,23,20200826,2020,8,26,4,2,35
#新しいプロフィール画像 https://t.co/oXplXKUenC,新しいプロフィール画像 ,2020-08-25 23:35:00+00:00,405.0,9.0,5318.0,805.0,0.1513726965024445,0.0,78.0,0.0,2.0,47.0,0,264,264,True,False,12,20200825,2020,8,25,23,1,35
🐶これが今一番お気に入りの枕 https://t.co/aL8Gs6GREE,🐶これが今一番お気に入りの枕 ,2020-08-25 22:18:00+00:00,1338.0,53.0,22791.0,2882.0,0.1264534245974288,12.0,193.0,11.0,0.0,588.0,0,4824,687,True,False,15,20200825,2020,8,25,22,1,35
散歩後のみるくは呼吸が激しいです👅 https://t.co/m6PmdbFwTp,散歩後のみるくは呼吸が激しいです👅 ,2020-08-25 13:23:00+00:00,513.0,6.0,6685.0,916.0,0.1370231862378459,1.0,63.0,1.0,0.0,161.0,0,1728,171,True,False,18,20200825,2020,8,25,13,1,35
@63SW9LLccV2iNhz 1人てお利口に遊んでくれます😊, 人てお利口に遊んでくれます😊,2020-08-25 08:32:00+00:00,1.0,0.0,27.0,4.0,0.1481481481481481,0.0,0.0,0.0,0.0,3.0,0,0,0,False,True,15,20200825,2020,8,25,8,1,35
@zeta0423 嬉しいお言葉ありがとうございます🥰, 嬉しいお言葉ありがとうございます🥰,2020-08-25 08:31:00+00:00,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,18,20200825,2020,8,25,8,1,35
@MtwnhhLX2cUmmX7 ありがとうございます🥰, ありがとうございます🥰,2020-08-25 08:31:00+00:00,1.0,0.0,42.0,2.0,0.0476190476190476,0.0,0.0,0.0,0.0,1.0,0,0,0,False,True,12,20200825,2020,8,25,8,1,35
@Z4WJHnarkOscjj2 お疲れ様です💞, お疲れ様です💞,2020-08-25 08:30:00+00:00,1.0,0.0,11.0,3.0,0.2727272727272727,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,8,20200825,2020,8,25,8,1,35
@ue260227 ありがとうございます😊, ありがとうございます😊,2020-08-25 08:30:00+00:00,1.0,0.0,69.0,2.0,0.0289855072463768,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200825,2020,8,25,8,1,35
@Suzuka3228 パワー貰えます🥰, パワー貰えます🥰,2020-08-25 08:30:00+00:00,1.0,0.0,14.0,1.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,9,20200825,2020,8,25,8,1,35
@RaTosie ありがとうございます🥰, ありがとうございます🥰,2020-08-25 08:30:00+00:00,1.0,0.0,20.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200825,2020,8,25,8,1,35
1人遊びが上手 https://t.co/J0GGbJ6r1L,人遊びが上手 ,2020-08-24 22:11:00+00:00,568.0,10.0,7503.0,964.0,0.1284819405571104,5.0,64.0,2.0,0.0,137.0,0,1626,178,True,False,7,20200824,2020,8,24,22,0,35
"おはようございます☀
今日も朝からみるくの呼吸に癒されてしまいました^_^ https://t.co/MVUQn9f816",おはようございます☀ 今日も朝からみるくの呼吸に癒されてしまいました ,2020-08-24 21:43:00+00:00,377.0,5.0,4202.0,790.0,0.188005711565921,4.0,47.0,4.0,0.0,79.0,0,999,274,True,False,35,20200824,2020,8,24,21,0,35
@e0IKLchvjqYp8Bd ゆっくり寝てたりしたら起こさないように慎重にします笑, ゆっくり寝てたりしたら起こさないように慎重にします笑,2020-08-24 09:52:00+00:00,1.0,0.0,24.0,2.0,0.0833333333333333,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,27,20200824,2020,8,24,9,0,35
ご飯中のカリカリ音をどうぞ👐 https://t.co/3yGmymRmyI,ご飯中のカリカリ音をどうぞ👐 ,2020-08-24 09:52:00+00:00,456.0,8.0,6662.0,887.0,0.1331432002401681,2.0,87.0,1.0,0.0,88.0,0,1848,245,True,False,15,20200824,2020,8,24,9,0,35
@WYEHlYDIXZIpLMr 好きなところばっかり食べてるから都合いい掃除機です🤣, 好きなところばっかり食べてるから都合いい掃除機です🤣,2020-08-24 02:27:00+00:00,1.0,0.0,43.0,1.0,0.0232558139534883,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,27,20200824,2020,8,24,2,0,35
@63SW9LLccV2iNhz 都合いいわんちゃんです❁⃘*.ﾟ, 都合いいわんちゃんです❁⃘ﾟ,2020-08-24 02:24:00+00:00,1.0,0.0,35.0,2.0,0.0571428571428571,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,15,20200824,2020,8,24,2,0,35
@xtrSy2CC5y4flrZ でも、美味しいチーズのとこばっかり食べてます笑😂, でも、美味しいチーズのとこばっかり食べてます笑😂,2020-08-24 02:23:00+00:00,1.0,0.0,45.0,2.0,0.0444444444444444,0.0,0.0,0.0,0.0,1.0,0,0,0,False,True,25,20200824,2020,8,24,2,0,35
"袋が開いてたのに気づかずに
ドックフードを落としてしまいました。
みるくも一緒に拾ってくれてます。
バクバク食べてくれてます😊笑 https://t.co/0x3TlUBx9C",袋が開いてたのに気づかずに ドックフードを落としてしまいました。 みるくも一緒に拾ってくれてます。 バクバク食べてくれてます😊笑 ,2020-08-23 16:00:00+00:00,460.0,4.0,6332.0,908.0,0.1433986102337334,4.0,66.0,4.0,0.0,186.0,0,1747,184,True,False,65,20200823,2020,8,23,16,6,34
"@e0IKLchvjqYp8Bd 動こうにも動けないですよね🤣
分かります😂", 動こうにも動けないですよね🤣 分かります😂,2020-08-23 15:57:00+00:00,1.0,0.0,32.0,2.0,0.0625,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,22,20200823,2020,8,23,15,6,34
@e0IKLchvjqYp8Bd 可愛すぎます😍, 可愛すぎます😍,2020-08-23 05:11:00+00:00,1.0,0.0,47.0,2.0,0.0425531914893617,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,8,20200823,2020,8,23,5,6,34
@xtrSy2CC5y4flrZ よくこの格好してるので好きなんでしょうね😂, よくこの格好してるので好きなんでしょうね😂,2020-08-23 00:40:00+00:00,1.0,0.0,16.0,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,22,20200823,2020,8,23,0,6,34
@name_coron 目は開いてるんです😂, 目は開いてるんです😂,2020-08-23 00:39:00+00:00,1.0,0.0,20.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,11,20200823,2020,8,23,0,6,34
@minicheckmate みるくはどのわんちゃんより激しい気がします🤣, みるくはどのわんちゃんより激しい気がします🤣,2020-08-23 00:39:00+00:00,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,23,20200823,2020,8,23,0,6,34
@desse_bamboo ポーズとってるかもですね😂, ポーズとってるかもですね😂,2020-08-23 00:39:00+00:00,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,14,20200823,2020,8,23,0,6,34
@1k_pc 失笑です🤣, 失笑です🤣,2020-08-23 00:38:00+00:00,1.0,0.0,14.0,1.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,6,20200823,2020,8,23,0,6,34
@ghT8rxPRdt1yGz6 ほんと飼い主もびっくりですよ🤣, ほんと飼い主もびっくりですよ🤣,2020-08-23 00:38:00+00:00,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,16,20200823,2020,8,23,0,6,34
@1k_pc ありがとうございます😍, ありがとうございます😍,2020-08-23 00:38:00+00:00,1.0,0.0,8.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200823,2020,8,23,0,6,34
@63SW9LLccV2iNhz すやすや😪😪, すやすや😪😪,2020-08-23 00:38:00+00:00,0.0,0.0,9.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,7,20200823,2020,8,23,0,6,34
@RaTosie 体操選手なれそうな勢いあります🤣, 体操選手なれそうな勢いあります🤣,2020-08-23 00:37:00+00:00,1.0,0.0,16.0,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,17,20200823,2020,8,23,0,6,34
"@tWNoYLsQ8yCXhO3 サマーカット暑い期間は毎月してます✂️
涼しそうですよ😊", サマーカット暑い期間は毎月してます✂️ 涼しそうですよ😊,2020-08-23 00:37:00+00:00,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,29,20200823,2020,8,23,0,6,34
@GuideNaoko ありがとうございます💞, ありがとうございます💞,2020-08-23 00:36:00+00:00,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200823,2020,8,23,0,6,34
@1999Sleeper 痛さに気づかないくらい嬉しかったのかもしれないですね💞, 痛さに気づかないくらい嬉しかったのかもしれないですね💞,2020-08-23 00:36:00+00:00,1.0,0.0,17.0,2.0,0.1176470588235294,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,28,20200823,2020,8,23,0,6,34
@IamI_hasucocoro ありがとうございます💞🤣, ありがとうございます💞🤣,2020-08-23 00:35:00+00:00,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200823,2020,8,23,0,6,34
@kujira3150 嬉しさ爆発で大変です🤣, 嬉しさ爆発で大変です🤣,2020-08-23 00:35:00+00:00,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200823,2020,8,23,0,6,34
@noamama3 ありがとうございます💞, ありがとうございます💞,2020-08-23 00:35:00+00:00,1.0,0.0,29.0,1.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200823,2020,8,23,0,6,34
@BehUmbN20VW0Icb 気持ちよさそうです😊, 気持ちよさそうです😊,2020-08-23 00:34:00+00:00,1.0,0.0,35.0,1.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,11,20200823,2020,8,23,0,6,34
@80yuzumama5580 パワーもらえます😍, パワーもらえます😍,2020-08-23 00:34:00+00:00,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,10,20200823,2020,8,23,0,6,34
@mashi_melon それは可愛すぎます🤣🤣💞, それは可愛すぎます🤣🤣💞,2020-08-23 00:34:00+00:00,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200823,2020,8,23,0,6,34
@pooh715maru217 分かりますか😣💞, 分かりますか😣💞,2020-08-23 00:33:00+00:00,1.0,0.0,33.0,1.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,9,20200823,2020,8,23,0,6,34
@1999Sleeper キラキラ(∩^o^)⊃━☆°.*・。, キラキラ∩⊃━☆°・。,2020-08-23 00:33:00+00:00,1.0,0.0,24.0,2.0,0.0833333333333333,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200823,2020,8,23,0,6,34
作業してたらいっつも構って欲しくなって膝に乗ってくるみるく🐶 https://t.co/3US3YPtdV1,作業してたらいっつも構って欲しくなって膝に乗ってくるみるく🐶 ,2020-08-22 13:08:00+00:00,553.0,7.0,6667.0,877.0,0.1315434228288585,2.0,80.0,1.0,0.0,111.0,0,1454,123,True,False,31,20200822,2020,8,22,13,5,34
"おはようございます☀
今日も寝ている愛犬の匂いをエネルギーに変えていきます💪 https://t.co/J7ihOP3T9b",おはようございます☀ 今日も寝ている愛犬の匂いをエネルギーに変えていきます💪 ,2020-08-22 01:27:00+00:00,259.0,1.0,2631.0,593.0,0.2253895857088559,3.0,38.0,1.0,0.0,37.0,0,254,254,True,False,39,20200822,2020,8,22,1,5,34
@1999Sleeper スマホに当たったので、みるくは痛かったかもしれません。飼い主の方は大丈夫です^_^ 何事もないかのように散歩を催促してましたが😅笑, スマホに当たったので、みるくは痛かったかもしれません。飼い主の方は大丈夫です 何事もないかのように散歩を催促してましたが😅笑,2020-08-21 23:19:00+00:00,1.0,1.0,37.0,7.0,0.1891891891891892,1.0,2.0,0.0,0.0,2.0,0,0,0,False,True,63,20200821,2020,8,21,23,4,34
散歩に行けることに喜び過ぎて激突🐶 https://t.co/awdg8MUHMO,散歩に行けることに喜び過ぎて激突🐶 ,2020-08-21 09:32:00+00:00,586.0,10.0,5885.0,995.0,0.1690739167374681,5.0,57.0,2.0,0.0,120.0,0,1368,215,True,False,18,20200821,2020,8,21,9,4,34
"今日も暑いですね😫
皆様、熱中症には十分ご注意ください😣 https://t.co/CXIzCUDTSE",今日も暑いですね😫 皆様、熱中症には十分ご注意ください😣 ,2020-08-21 03:01:00+00:00,518.0,6.0,7406.0,792.0,0.1069403186605455,2.0,73.0,1.0,0.0,104.0,0,1708,88,True,False,29,20200821,2020,8,21,3,4,34
"今日の寝相🐶
相変わらずすごいな😅 https://t.co/99U3rw7ixa",今日の寝相🐶 相変わらずすごいな😅 ,2020-08-19 14:02:00+00:00,565.0,11.0,6894.0,902.0,0.1308384102117783,4.0,47.0,3.0,0.0,115.0,0,1581,157,True,False,18,20200819,2020,8,19,14,2,34
"今日の試合✊
みるくの一本勝ち🐶 https://t.co/4LKZWKAl70",今日の試合✊ みるくの一本勝ち🐶 ,2020-08-19 10:45:00+00:00,425.0,12.0,6091.0,626.0,0.1027745854539484,1.0,48.0,0.0,0.0,57.0,0,1304,83,True,False,17,20200819,2020,8,19,10,2,34
"@MtwnhhLX2cUmmX7 おはようございます☀
こちらこそよろしくお願いします〜", おはようございます☀ こちらこそよろしくお願いします〜,2020-08-19 01:12:00+00:00,1.0,0.0,91.0,1.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,28,20200819,2020,8,19,1,2,34
@1999Sleeper すごく長時間のナデナデアピールだったのかもしれません🤣, すごく長時間のナデナデアピールだったのかもしれません🤣,2020-08-18 22:58:00+00:00,1.0,1.0,123.0,3.0,0.024390243902439,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,28,20200818,2020,8,18,22,1,34
すごい格好で寝て...ない、だと！？ https://t.co/oeL8HB97kF,すごい格好で寝てない、だと ,2020-08-18 22:52:00+00:00,987.0,36.0,16892.0,1988.0,0.1176888467913805,12.0,119.0,8.0,0.0,278.0,0,4108,548,True,False,14,20200818,2020,8,18,22,1,34
"「犬」という漢字の右上の点は、耳を表しているのだそうです。ん〜、かなり無理やりな気が...

#犬の豆知識 #雑学 https://t.co/Yt9GMvMNkH",「犬」という漢字の右上の点は、耳を表しているのだそうです。ん〜、かなり無理やりな気が  犬の豆知識 雑学 ,2020-08-18 19:02:00+00:00,54.0,0.0,1125.0,92.0,0.0817777777777777,0.0,5.0,0.0,1.0,15.0,0,17,17,True,False,53,20200818,2020,8,18,19,1,34
膝ぴょん🦵 https://t.co/CXkBldJyRK,膝ぴょん🦵 ,2020-08-18 13:00:00+00:00,336.0,3.0,3392.0,472.0,0.1391509433962264,0.0,47.0,1.0,0.0,35.0,0,704,50,True,False,6,20200818,2020,8,18,13,1,34
開けて〜🐶 https://t.co/6hwlxwVOR4,開けて〜🐶 ,2020-08-18 12:57:00+00:00,612.0,10.0,7820.0,1008.0,0.1289002557544757,0.0,77.0,3.0,0.0,144.0,0,1846,162,True,False,6,20200818,2020,8,18,12,1,34
🐶「あーぁ、また始まっちゃったよ...全然構ってくれんくなるやつやんこれ...」 https://t.co/0eBDjy8nDV,🐶「あーぁ、また始まっちゃったよ全然構ってくれんくなるやつやんこれ」 ,2020-08-17 13:00:00+00:00,605.0,11.0,7934.0,1110.0,0.1399042097302747,0.0,69.0,3.0,0.0,123.0,0,1927,299,True,False,35,20200817,2020,8,17,13,0,34
🐶「ん、なに？......なんもないんかい」 https://t.co/lUf740xjf2,🐶「ん、なになんもないんかい」 ,2020-08-16 10:38:00+00:00,463.0,7.0,5785.0,680.0,0.1175453759723422,1.0,34.0,0.0,0.0,62.0,0,1233,113,True,False,16,20200816,2020,8,16,10,6,33
飼い主が近づくとワクワクを抑えきれないみるく🐶 https://t.co/nUmKo9B8bX,飼い主が近づくとワクワクを抑えきれないみるく🐶 ,2020-08-15 13:06:00+00:00,773.0,17.0,11327.0,1285.0,0.1134457490950825,4.0,96.0,5.0,0.0,174.0,0,2679,216,True,False,24,20200815,2020,8,15,13,5,33
そこまくらちゃうで😅 https://t.co/wk5Tmiqos6,そこまくらちゃうで😅 ,2020-08-15 06:55:00+00:00,311.0,4.0,5280.0,1134.0,0.2147727272727272,2.0,88.0,0.0,0.0,69.0,0,660,660,True,False,11,20200815,2020,8,15,6,5,33
今日も枕を占領するみるく https://t.co/Mo9fpZY6xn,今日も枕を占領するみるく ,2020-08-14 15:23:00+00:00,405.0,3.0,5720.0,647.0,0.1131118881118881,0.0,59.0,0.0,0.0,61.0,0,1492,119,True,False,13,20200814,2020,8,14,15,4,33
一体何をしているんだ…。 https://t.co/a9F4NqUMGs,一体何をしているんだ…。 ,2020-08-13 15:19:00+00:00,692.0,18.0,12808.0,1577.0,0.1231261711430356,0.0,94.0,9.0,0.0,235.0,0,3225,529,True,False,13,20200813,2020,8,13,15,3,33
"皆さん今日もお疲れ様でした☺️
おやすみなさい🥱 https://t.co/LFPXfKBnjH",皆さん今日もお疲れ様でした☺️ おやすみなさい🥱 ,2020-08-13 11:13:00+00:00,380.0,4.0,3753.0,625.0,0.1665334399147348,3.0,42.0,0.0,0.0,63.0,0,133,133,True,False,25,20200813,2020,8,13,11,3,33
目が3つあって驚いた🤭 https://t.co/pBkUv0nYJo,目がつあって驚いた🤭 ,2020-08-12 23:08:00+00:00,1250.0,51.0,22985.0,2389.0,0.103937350445943,17.0,170.0,14.0,0.0,399.0,0,6247,488,True,False,11,20200812,2020,8,12,23,2,33
ママのご飯が気になります https://t.co/iNj6wLRpiL,ママのご飯が気になります ,2020-08-12 03:55:00+00:00,542.0,12.0,8866.0,1175.0,0.1325287615610196,2.0,71.0,3.0,0.0,79.0,0,466,466,True,False,13,20200812,2020,8,12,3,2,33
@ppdx0701qk そんな感じ出してますよね😆, そんな感じ出してますよね😆,2020-08-12 03:08:00+00:00,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,14,20200812,2020,8,12,3,2,33
"今日はここで眠ります🛌
おやすみなさい😴 https://t.co/DzdcH9tZwb",今日はここで眠ります🛌 おやすみなさい😴 ,2020-08-11 13:08:00+00:00,412.0,11.0,5701.0,666.0,0.1168216102438168,1.0,48.0,4.0,0.0,61.0,0,1200,129,True,False,21,20200811,2020,8,11,13,1,33
それにしてもみるくのお鼻、どっからどう見てもオレオで可愛いなぁ😚,それにしてもみるくのお鼻、どっからどう見てもオレオで可愛いなぁ😚,2020-08-11 09:16:00+00:00,22.0,0.0,757.0,37.0,0.0488771466314399,0.0,11.0,0.0,0.0,4.0,0,0,0,False,False,32,20200811,2020,8,11,9,1,33
"避けられることを学習して、一瞬の隙を狙うみるく🐶
武道のよう https://t.co/Mb7tLm4meN",避けられることを学習して、一瞬の隙を狙うみるく🐶 武道のよう ,2020-08-11 09:12:00+00:00,397.0,7.0,6461.0,710.0,0.1098901098901098,1.0,52.0,2.0,0.0,99.0,0,1650,152,True,False,31,20200811,2020,8,11,9,1,33
絶対に渡さないぞ🐶 https://t.co/0L4KBZThQ8,絶対に渡さないぞ🐶 ,2020-08-10 11:52:00+00:00,534.0,8.0,7094.0,865.0,0.1219340287566958,2.0,80.0,3.0,0.0,82.0,0,1713,156,True,False,10,20200810,2020,8,10,11,0,33
甘えん坊でわがままで、かまってちゃんで、ビビりなのに喧嘩っ早くて、すぐ調子に乗って変なとこにおしっこするみるくの性格は、パーフェクトな可愛さを体現してると思うんです（親バカ） https://t.co/gmzMuCGt8K,甘えん坊でわがままで、かまってちゃんで、ビビりなのに喧嘩っ早くて、すぐ調子に乗って変なとこにおしっこするみるくの性格は、パーフェクトな可愛さを体現してると思うんです親バカ ,2020-08-08 06:20:00+00:00,474.0,10.0,9318.0,864.0,0.0927237604636188,2.0,60.0,4.0,0.0,121.0,0,1914,193,True,False,86,20200808,2020,8,8,6,5,32
全身をピクピクさせながらどんな夢を見てるんだろう☺️ https://t.co/alHb4jQqcW,全身をピクピクさせながらどんな夢を見てるんだろう☺️ ,2020-08-08 06:15:00+00:00,407.0,9.0,5849.0,657.0,0.1123268934860659,0.0,50.0,1.0,0.0,78.0,0,1369,112,True,False,27,20200808,2020,8,8,6,5,32
